,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long,sqft_lot15,geo_loc,distance
17545,355000.0,3,2.0,2160,8091,1.5,0.0,0.0,3,8,2000,98003,47.347,-122.303,8297,"(47.347, -122.303)",19.1294
17546,879000.0,3,3.0,3030,5156,1.5,0.0,0.0,4,9,1929,98119,47.647,-122.369,5720,"(47.647, -122.369)",1.9122
17547,833000.0,4,3.5,3560,7178,2.0,0.0,3.0,3,10,2006,98052,47.705,-122.107,6978,"(47.705, -122.107)",12.7524
17548,261590.0,2,1.0,760,6407,1.0,0.0,0.0,3,6,1943,98178,47.498,-122.259,8580,"(47.498, -122.259)",9.5899
17549,512500.0,3,3.0,2260,2400,2.0,0.0,0.0,3,7,1909,98122,47.609,-122.31,2790,"(47.609, -122.31)",2.137
17551,417500.0,5,3.0,2270,6664,1.0,0.0,0.0,3,7,1995,98125,47.719,-122.315,6187,"(47.719, -122.315)",6.9229
17552,970000.0,5,3.0,3480,15185,2.0,0.0,0.0,4,8,1964,98040,47.576,-122.216,14257,"(47.576, -122.216)",7.0732
17554,397500.0,4,3.0,2350,9952,1.0,0.0,0.0,3,9,1989,98031,47.419,-122.211,9100,"(47.419, -122.211)",15.4801
17555,1350000.0,3,2.5,2390,5500,1.0,0.0,3.0,3,9,1952,98199,47.639,-122.409,5500,"(47.639, -122.409)",2.9179
17556,840000.0,4,2.5,3730,9847,2.0,0.0,0.0,3,10,1997,98075,47.587,-121.976,10219,"(47.587, -121.976)",17.6676
17558,312900.0,4,2.5,1630,4473,2.0,0.0,0.0,3,7,2003,98038,47.355,-122.015,5082,"(47.355, -122.015)",24.2321
17559,325000.0,2,1.0,1130,6908,1.5,0.0,0.0,3,6,1945,98155,47.745,-122.313,6908,"(47.745, -122.313)",8.6938
17561,763000.0,4,2.5,3220,7873,2.0,0.0,0.0,3,10,1994,98075,47.585,-122.03,8023,"(47.585, -122.03)",15.2023
17563,475000.0,3,2.5,1800,3300,2.0,0.0,0.0,3,7,2004,98118,47.549,-122.276,4097,"(47.549, -122.276)",6.1495
17564,219000.0,2,2.5,809,940,2.0,0.0,0.0,3,7,2003,98136,47.55,-122.384,4240,"(47.55, -122.384)",5.1909
17565,415000.0,3,2.25,1820,9694,1.0,0.0,0.0,3,7,1977,98074,47.616,-122.05,9694,"(47.616, -122.05)",14.057
17566,90000.0,2,1.0,580,7500,1.0,0.0,0.0,3,5,1943,98178,47.485,-122.251,11250,"(47.485, -122.251)",10.5603
17567,220000.0,2,1.0,580,7500,1.0,0.0,0.0,3,5,1943,98178,47.485,-122.251,11250,"(47.485, -122.251)",10.5603
17568,616000.0,3,2.0,2900,5650,1.0,0.0,2.0,3,8,1959,98116,47.579,-122.396,6250,"(47.579, -122.396)",3.6119
17569,269500.0,2,1.0,1140,74052,1.0,0.0,0.0,4,6,1968,98022,47.209,-121.962,43560,"(47.209, -121.962)",33.8504
17571,770000.0,4,3.0,2320,7200,1.0,0.0,0.0,3,7,1943,98040,47.589,-122.232,7200,"(47.589, -122.232)",6.0218
17572,840000.0,4,2.5,3450,43216,2.0,0.0,0.0,3,9,2000,98072,47.763,-122.025,50481,"(47.763, -122.025)",18.0527
17573,428950.0,2,1.0,1760,4441,1.0,0.0,0.0,3,8,1950,98126,47.531,-122.381,5748,"(47.531, -122.381)",6.4274
17574,800000.0,4,3.75,3370,6766,2.0,0.0,0.0,3,9,2005,98052,47.706,-122.106,6766,"(47.706, -122.106)",12.825
17575,401000.0,4,1.0,1940,5753,1.5,0.0,0.0,3,7,1947,98177,47.719,-122.358,6075,"(47.719, -122.358)",6.7154
17576,303697.0,4,2.0,2520,7334,1.0,0.0,0.0,3,7,1955,98125,47.726,-122.291,7937,"(47.726, -122.291)",7.7271
17577,355000.0,3,1.0,1360,8968,1.0,0.0,0.0,3,7,1956,98125,47.711,-122.289,7355,"(47.711, -122.289)",6.8125
17578,350000.0,2,1.0,800,5040,1.0,0.0,0.0,3,6,1960,98117,47.695,-122.362,5040,"(47.695, -122.362)",5.0734
17579,754999.0,4,2.5,3010,9323,2.0,0.0,0.0,3,10,1992,98075,47.578,-122.053,8413,"(47.578, -122.053)",14.2431
17580,982218.0,3,1.75,2340,5500,2.0,0.0,2.0,3,9,1988,98102,47.645,-122.319,5500,"(47.645, -122.319)",2.2058
17581,406500.0,3,2.0,1780,8621,1.0,0.0,0.0,3,8,1992,98059,47.506,-122.149,8542,"(47.506, -122.149)",12.3869
17582,1650000.0,4,3.25,4200,210394,2.0,0.0,0.0,4,10,1993,98024,47.561,-121.961,184694,"(47.561, -121.961)",18.6855
17583,565000.0,2,1.75,1720,3000,1.0,0.0,0.0,5,7,1925,98103,47.686,-122.351,4500,"(47.686, -122.351)",4.429
17584,160000.0,2,1.0,830,4500,1.0,0.0,0.0,3,6,1920,98118,47.525,-122.265,5350,"(47.525, -122.265)",7.8204
17587,970000.0,5,2.75,3500,5040,2.0,0.0,2.0,3,9,1927,98126,47.553,-122.379,5040,"(47.553, -122.379)",4.9276
17588,115000.0,3,1.0,1080,6250,1.0,0.0,0.0,2,5,1950,98168,47.505,-122.33,6250,"(47.505, -122.33)",8.1401
17589,124000.0,3,1.0,1080,6250,1.0,0.0,0.0,2,5,1950,98168,47.505,-122.33,6250,"(47.505, -122.33)",8.1401
17592,527000.0,4,2.5,2830,6163,2.0,0.0,0.0,3,9,2000,98056,47.523,-122.19,6202,"(47.523, -122.19)",10.1739
17594,970000.0,4,2.75,3600,5040,2.0,0.0,0.0,3,9,2004,98199,47.649,-122.388,5040,"(47.649, -122.388)",2.5224
17595,535000.0,4,2.5,2340,5600,2.0,0.0,0.0,3,7,1921,98146,47.512,-122.379,5600,"(47.512, -122.379)",7.6993
17596,245000.0,3,2.0,2040,13125,1.0,0.0,0.0,3,6,1910,98168,47.478,-122.278,10582,"(47.478, -122.278)",10.5198
17597,337000.0,3,1.75,1310,12750,1.0,0.0,0.0,3,7,1993,98059,47.469,-122.07,13500,"(47.469, -122.07)",16.8586
17598,630000.0,3,2.0,1470,6000,1.0,0.0,0.0,3,8,1950,98033,47.683,-122.202,7799,"(47.683, -122.202)",8.1467
17599,320000.0,3,1.75,1370,9900,1.0,0.0,0.0,4,7,1983,98003,47.258,-122.312,9600,"(47.258, -122.312)",25.2115
17602,447000.0,3,1.0,1310,7000,1.0,0.0,0.0,4,7,1958,98008,47.602,-122.123,7300,"(47.602, -122.123)",10.741
17603,226500.0,3,1.75,1640,10762,1.0,0.0,0.0,3,7,1988,98042,47.359,-122.074,10259,"(47.359, -122.074)",22.317
17605,451000.0,3,2.5,2050,4876,2.0,0.0,0.0,3,8,2005,98072,47.775,-122.158,4065,"(47.775, -122.158)",13.8936
17606,315000.0,3,1.0,1170,62290,2.0,0.0,0.0,3,5,1986,98045,47.51,-121.787,42173,"(47.51, -121.787)",27.4382
17607,450000.0,2,1.0,1340,7250,1.0,0.0,0.0,4,7,1951,98125,47.702,-122.32,7026,"(47.702, -122.32)",5.7276
17608,635000.0,3,1.5,2240,5300,1.0,0.0,0.0,5,7,1955,98117,47.693,-122.395,7110,"(47.693, -122.395)",5.3098
17609,292500.0,2,1.0,880,17743,1.0,0.0,0.0,4,5,1951,98031,47.411,-122.197,13000,"(47.411, -122.197)",16.2619
17611,531000.0,2,1.5,1260,6660,1.5,0.0,0.0,4,7,1926,98115,47.679,-122.287,4770,"(47.679, -122.287)",4.9632
17613,355300.0,3,2.5,1620,7410,1.0,0.0,0.0,5,7,1955,98133,47.771,-122.335,8121,"(47.771, -122.335)",10.3311
17616,605004.0,4,2.0,1370,4000,2.0,0.0,0.0,3,9,1951,98199,47.659,-122.394,5720,"(47.659, -122.394)",3.2324
17617,260000.0,2,1.0,690,6000,1.0,0.0,0.0,3,6,1949,98118,47.562,-122.283,3030,"(47.562, -122.283)",5.2323
17618,748000.0,4,2.5,3170,4979,2.0,0.0,0.0,4,7,1925,98103,47.666,-122.34,5000,"(47.666, -122.34)",3.0953
17620,425000.0,4,1.0,1080,6095,1.5,0.0,0.0,4,6,1924,98103,47.696,-122.346,5060,"(47.696, -122.346)",5.1267
17622,418000.0,3,1.75,1670,12075,1.0,0.0,0.0,3,7,1958,98155,47.768,-122.307,12123,"(47.768, -122.307)",10.3064
17625,390000.0,3,2.0,1930,12443,1.0,0.0,0.0,3,7,1969,98045,47.491,-121.775,12183,"(47.491, -121.775)",28.3709
17626,957000.0,4,3.0,2370,3836,2.0,0.0,0.0,3,9,1969,98107,47.672,-122.394,4698,"(47.672, -122.394)",3.9824
17627,507000.0,3,1.0,1180,6000,1.0,0.0,0.0,3,7,1950,98115,47.685,-122.286,6000,"(47.685, -122.286)",5.3252
17629,700000.0,3,1.75,1350,4000,1.5,0.0,0.0,4,7,1925,98103,47.658,-122.354,4000,"(47.658, -122.354)",2.4966
17630,239950.0,2,1.5,1068,1452,2.0,0.0,0.0,3,7,1990,98028,47.753,-122.244,1357,"(47.753, -122.244)",10.351
17631,253000.0,3,1.0,1580,8240,1.0,0.0,0.0,4,7,1978,98030,47.354,-122.181,9200,"(47.354, -122.181)",20.153
17633,1550000.0,3,4.0,5120,4600,3.0,0.0,2.0,3,11,2008,98034,47.705,-122.223,5918,"(47.705, -122.223)",8.2966
17635,920000.0,4,3.25,2420,4000,1.5,0.0,0.0,5,9,1911,98105,47.657,-122.325,4000,"(47.657, -122.325)",2.7252
17636,496600.0,3,2.5,1910,5562,2.0,0.0,0.0,3,8,1988,98029,47.574,-122.017,4647,"(47.574, -122.017)",15.9416
17638,350000.0,5,3.0,2320,8400,1.0,0.0,0.0,3,7,1963,98106,47.557,-122.365,4800,"(47.557, -122.365)",4.5268
17640,450000.0,3,1.75,1390,11700,1.0,0.0,0.0,4,7,1966,98033,47.7,-122.192,8686,"(47.7, -122.192)",9.1842
17641,746000.0,3,2.5,2620,8950,2.0,0.0,0.0,3,9,1992,98006,47.552,-122.119,8809,"(47.552, -122.119)",11.871
17643,820000.0,3,2.5,2990,10711,1.0,1.0,4.0,3,9,1976,98198,47.357,-122.324,11476,"(47.357, -122.324)",18.3485
17644,266500.0,3,2.25,1740,5460,1.0,0.0,0.0,3,7,1998,98038,47.365,-122.046,7500,"(47.365, -122.046)",22.7759
17645,370000.0,2,1.0,2360,105850,1.0,0.0,2.0,2,6,1947,98022,47.249,-121.97,386812,"(47.249, -121.97)",31.3379
17646,625000.0,3,2.75,2240,3600,2.5,0.0,0.0,3,7,1901,98102,47.624,-122.326,3120,"(47.624, -122.326)",1.2056
17647,243500.0,4,2.0,1610,6200,1.0,0.0,0.0,4,7,1979,98198,47.383,-122.306,7500,"(47.383, -122.306)",16.6437
17648,340000.0,2,1.0,700,5829,1.0,0.0,0.0,3,6,1945,98103,47.696,-122.357,6700,"(47.696, -122.357)",5.1258
17649,559950.0,5,3.0,2730,9519,1.0,0.0,0.0,3,8,2014,98155,47.75,-122.307,9519,"(47.75, -122.307)",9.0918
17650,315000.0,3,2.75,1780,15114,1.0,0.0,0.0,3,7,1980,98003,47.258,-122.305,10155,"(47.258, -122.305)",25.2376
17651,753000.0,3,2.5,3070,223463,2.0,0.0,0.0,3,9,2003,98053,47.664,-121.993,223463,"(47.664, -121.993)",16.9495
17653,550000.0,3,2.25,1360,5111,1.5,0.0,0.0,5,7,1934,98115,47.699,-122.313,5111,"(47.699, -122.313)",5.6233
17654,465000.0,3,2.0,1430,14250,1.0,0.0,0.0,3,7,1953,98033,47.701,-122.199,11475,"(47.701, -122.199)",8.9646
17655,465000.0,3,2.25,1840,5752,2.0,0.0,0.0,3,7,2003,98034,47.704,-122.187,2462,"(47.704, -122.187)",9.535
17656,710000.0,4,2.25,2000,8068,2.0,0.0,0.0,5,8,1976,98006,47.558,-122.137,7837,"(47.558, -122.137)",10.9356
17658,690000.0,3,1.75,2330,16300,2.0,0.0,0.0,3,9,1964,98034,47.704,-122.24,16300,"(47.704, -122.24)",7.6939
17659,217500.0,2,2.0,1070,8400,1.0,0.0,0.0,4,7,1980,98031,47.401,-122.186,8190,"(47.401, -122.186)",17.1099
17663,721500.0,3,3.25,2970,234788,2.0,0.0,3.0,3,9,1991,98024,47.535,-121.897,220413,"(47.535, -121.897)",22.0272
17666,345000.0,2,1.5,830,1034,2.0,0.0,0.0,3,8,2009,98144,47.593,-122.3,2534,"(47.593, -122.3)",3.1285
17667,825000.0,4,3.5,3920,11086,2.0,0.0,0.0,3,10,1999,98065,47.542,-121.869,10880,"(47.542, -121.869)",23.1641
17668,560000.0,3,2.0,2870,95396,1.0,0.0,0.0,4,9,1980,98027,47.483,-122.001,102366,"(47.483, -122.001)",18.9619
17670,211000.0,3,1.5,1350,7620,1.0,0.0,0.0,5,6,1941,98166,47.456,-122.35,7620,"(47.456, -122.35)",11.4629
17671,425000.0,4,2.25,1240,21190,1.0,0.0,0.0,3,8,1974,98056,47.512,-122.197,8200,"(47.512, -122.197)",10.4724
17673,479000.0,3,2.5,1690,3322,2.0,0.0,0.0,3,7,2003,98053,47.682,-122.036,3446,"(47.682, -122.036)",15.2693
17675,605000.0,5,1.75,3240,34510,2.0,0.0,0.0,4,7,1963,98029,47.553,-122.027,28250,"(47.553, -122.027)",15.8625
17677,389900.0,3,2.5,2160,59241,1.0,0.0,0.0,3,7,2007,98042,47.33,-122.13,125017,"(47.33, -122.13)",22.6706
17678,710000.0,4,2.5,3060,5000,2.0,0.0,0.0,3,9,2006,98059,47.539,-122.188,5548,"(47.539, -122.188)",9.5404
17680,275250.0,3,2.25,1520,7199,2.0,0.0,0.0,4,7,1992,98038,47.349,-122.034,6751,"(47.349, -122.034)",23.9912
17681,250000.0,4,2.5,2040,5770,2.0,0.0,0.0,3,7,1994,98038,47.352,-122.059,6753,"(47.352, -122.059)",23.1198
17683,399500.0,4,1.75,1360,4840,1.5,0.0,0.0,4,7,1928,98126,47.556,-122.376,4840,"(47.556, -122.376)",4.692
17685,500000.0,3,2.5,1650,4648,2.0,0.0,0.0,3,8,2001,98075,47.597,-122.015,5637,"(47.597, -122.015)",15.778
17686,364900.0,3,3.0,2500,8304,2.0,0.0,0.0,3,8,1997,98031,47.402,-122.166,7855,"(47.402, -122.166)",17.4915
17687,356000.0,3,1.5,1140,7500,1.0,0.0,0.0,3,7,1976,98074,47.619,-122.064,7500,"(47.619, -122.064)",13.4002
17688,616750.0,3,1.5,2140,47743,1.5,0.0,0.0,3,9,1978,98106,47.54,-122.365,6016,"(47.54, -122.365)",5.6926
17689,755000.0,3,2.75,2870,6600,2.0,0.0,2.0,3,8,1984,98008,47.575,-122.113,7925,"(47.575, -122.113)",11.5838
17690,327500.0,2,1.0,830,8183,1.0,0.0,0.0,5,6,1950,98155,47.737,-122.302,8184,"(47.737, -122.302)",8.2819
17691,605000.0,3,2.25,1960,10139,2.0,0.0,0.0,3,8,1984,98074,47.648,-122.061,9753,"(47.648, -122.061)",13.6542
17692,179950.0,4,1.5,1130,5200,1.0,0.0,0.0,3,6,1968,98042,47.362,-122.089,5200,"(47.362, -122.089)",21.7458
17693,633000.0,5,2.75,3630,30570,2.0,0.0,0.0,3,11,2000,98058,47.424,-122.097,41965,"(47.424, -122.097)",18.1161
17694,349950.0,4,2.0,1764,15600,1.0,0.0,0.0,5,7,1942,98058,47.432,-122.181,22387,"(47.432, -122.181)",15.3487
17695,1080000.0,3,2.75,2770,5800,1.0,0.0,0.0,4,8,1959,98199,47.65,-122.413,5800,"(47.65, -122.413)",3.4518
17696,425000.0,3,2.5,2650,12247,2.0,0.0,0.0,3,9,2002,98001,47.319,-122.259,8965,"(47.319, -122.259)",21.3715
17700,242000.0,3,1.75,1500,7560,1.0,0.0,0.0,3,7,1979,98003,47.347,-122.296,7560,"(47.347, -122.296)",19.171
17701,775000.0,3,2.0,1160,13747,1.0,0.0,0.0,5,5,1931,98075,47.585,-122.051,16320,"(47.585, -122.051)",14.2388
17703,217000.0,3,2.5,1340,4200,2.0,0.0,0.0,3,7,2002,98002,47.294,-122.226,4520,"(47.294, -122.226)",23.4044
17704,395000.0,3,2.5,1960,3953,2.0,0.0,0.0,3,8,1999,98059,47.49,-122.158,3593,"(47.49, -122.158)",12.8309
17705,572500.0,3,2.25,2030,9791,1.0,0.0,0.0,4,8,1984,98059,47.534,-122.161,11031,"(47.534, -122.161)",10.7652
17709,1330000.0,3,2.25,2360,5504,2.0,0.0,0.0,4,8,1913,98122,47.617,-122.288,5470,"(47.617, -122.288)",2.9859
17711,575000.0,2,1.5,1400,5810,2.0,0.0,0.0,3,7,1940,98103,47.684,-122.341,3920,"(47.684, -122.341)",4.3195
17712,455000.0,4,2.75,3030,117378,1.0,0.0,0.0,4,8,1959,98042,47.401,-122.135,110957,"(47.401, -122.135)",18.3092
17713,839000.0,3,2.5,3200,203425,1.0,0.0,0.0,3,10,2000,98077,47.761,-122.015,203425,"(47.761, -122.015)",18.3735
17715,600000.0,2,1.0,2120,6897,1.0,0.0,0.0,4,7,1923,98118,47.557,-122.278,4462,"(47.557, -122.278)",5.6482
17719,498000.0,2,2.0,1140,8282,1.0,0.0,0.0,3,6,1924,98033,47.695,-122.21,9000,"(47.695, -122.21)",8.3064
17724,322000.0,3,1.75,2200,12231,1.0,0.0,0.0,4,7,1964,98056,47.508,-122.173,9825,"(47.508, -122.173)",11.4604
17725,325000.0,2,1.0,830,5100,1.0,0.0,0.0,3,6,1941,98103,47.693,-122.346,5100,"(47.693, -122.346)",4.9197
17727,809950.0,4,2.5,3280,6181,2.0,0.0,0.0,3,10,2001,98074,47.648,-122.081,7570,"(47.648, -122.081)",12.7318
17728,969500.0,3,3.25,2080,3025,2.0,0.0,2.0,4,8,1984,98122,47.605,-122.289,6518,"(47.605, -122.289)",3.1452
17730,635000.0,5,3.5,4150,13232,2.0,0.0,0.0,3,11,2006,98003,47.342,-122.182,15121,"(47.342, -122.182)",20.8997
17731,272450.0,3,2.25,1780,7332,2.0,0.0,0.0,3,7,1987,98038,47.359,-122.051,7625,"(47.359, -122.051)",22.9574
17733,261500.0,3,1.0,1410,8174,1.0,0.0,0.0,3,8,1958,98056,47.497,-122.178,8058,"(47.497, -122.178)",11.8349
17734,488800.0,4,2.25,2170,9665,1.0,0.0,0.0,4,8,1976,98006,47.544,-122.165,12054,"(47.544, -122.165)",10.2313
17737,217000.0,3,1.0,870,5200,1.0,0.0,0.0,5,6,1969,98042,47.37,-122.078,5200,"(47.37, -122.078)",21.591
17738,799000.0,4,2.5,3170,94855,1.0,0.0,0.0,4,9,1978,98072,47.765,-122.112,65340,"(47.765, -122.112)",14.9006
17739,160000.0,4,1.0,1540,7350,1.0,0.0,0.0,4,6,1969,98023,47.332,-122.34,8000,"(47.332, -122.34)",20.0376
17741,765000.0,3,1.75,2190,6450,1.0,0.0,0.0,3,8,1957,98136,47.528,-122.391,6450,"(47.528, -122.391)",6.7415
17742,1320000.0,4,3.5,4410,36200,2.0,0.0,0.0,3,11,1989,98006,47.549,-122.126,35860,"(47.549, -122.126)",11.6621
17743,445000.0,4,2.5,2790,8111,2.0,0.0,0.0,3,9,2004,98058,47.449,-122.116,7634,"(47.449, -122.116)",16.2357
17744,310000.0,3,1.0,1510,6000,1.0,0.0,0.0,3,8,1953,98118,47.517,-122.285,6000,"(47.517, -122.285)",7.8867
17746,325000.0,4,1.0,2410,6975,1.0,0.0,0.0,3,7,1957,98108,47.569,-122.295,6255,"(47.569, -122.295)",4.5099
17747,345000.0,4,2.75,2250,7412,1.0,0.0,0.0,4,8,1975,98058,47.445,-122.129,7632,"(47.445, -122.129)",16.0411
17748,300000.0,3,1.0,950,4760,1.5,0.0,0.0,3,6,1929,98106,47.524,-122.348,4760,"(47.524, -122.348)",6.7664
17749,530000.0,4,1.75,2860,48351,1.0,0.0,0.0,3,8,1978,98077,47.761,-122.085,43560,"(47.761, -122.085)",15.6915
17750,583500.0,4,1.75,2860,48351,1.0,0.0,0.0,3,8,1978,98077,47.761,-122.085,43560,"(47.761, -122.085)",15.6915
17754,345000.0,4,2.5,2040,5523,2.0,0.0,0.0,3,7,1999,98148,47.432,-122.328,6646,"(47.432, -122.328)",13.1673
17755,539000.0,5,1.0,1700,11727,1.5,0.0,0.0,4,7,1954,98033,47.686,-122.172,8212,"(47.686, -122.172)",9.4638
17756,590000.0,4,2.5,3700,12500,1.0,0.0,0.0,5,8,1973,98006,47.54,-122.168,8350,"(47.54, -122.168)",10.2627
17758,270000.0,3,2.0,1690,9583,1.0,0.0,0.0,4,7,1969,98059,47.483,-122.164,9583,"(47.483, -122.164)",12.9891
17759,546000.0,2,1.0,1120,6180,1.0,0.0,0.0,4,7,1939,98115,47.682,-122.301,5356,"(47.682, -122.301)",4.7762
17760,520000.0,3,1.75,1490,1036,2.0,0.0,0.0,3,10,2008,98199,47.659,-122.403,1206,"(47.659, -122.403)",3.5035
17762,990000.0,3,2.5,2160,6000,1.5,0.0,0.0,4,8,1939,98105,47.658,-122.28,6000,"(47.658, -122.28)",4.1669
17763,382000.0,2,1.0,870,10492,1.0,0.0,0.0,3,7,1937,98106,47.547,-122.365,7987,"(47.547, -122.365)",5.2121
17767,460000.0,2,1.0,880,3300,1.0,0.0,0.0,4,7,1909,98107,47.657,-122.36,5500,"(47.657, -122.36)",2.4558
17768,234000.0,2,1.0,940,5375,1.0,0.0,0.0,4,5,1952,98198,47.421,-122.324,7500,"(47.421, -122.324)",13.9409
17769,399000.0,3,1.0,1340,7191,1.0,0.0,0.0,3,7,1974,98034,47.715,-122.212,7215,"(47.715, -122.212)",9.1449
17770,253500.0,3,1.5,1440,12040,1.0,0.0,0.0,4,7,1959,98042,47.371,-122.16,12040,"(47.371, -122.16)",19.5091
17771,475000.0,3,1.5,1750,12632,1.0,0.0,0.0,4,7,1952,98033,47.674,-122.176,12196,"(47.674, -122.176)",8.9355
17772,740000.0,5,3.5,3990,5000,2.0,0.0,0.0,3,8,2004,98118,47.54,-122.27,5000,"(47.54, -122.27)",6.8206
17773,799000.0,3,2.5,2860,4442,2.0,0.0,0.0,3,8,2000,98199,47.661,-122.396,4400,"(47.661, -122.396)",3.3987
17774,390000.0,4,2.5,1940,3864,2.0,0.0,0.0,3,8,2003,98058,47.451,-122.12,3864,"(47.451, -122.12)",16.0076
17775,421000.0,2,1.5,1400,11245,1.0,0.0,0.0,5,7,1947,98155,47.747,-122.321,11241,"(47.747, -122.321)",8.7608
17776,296500.0,3,2.5,1770,6033,2.0,0.0,0.0,4,7,1987,98042,47.376,-122.119,6510,"(47.376, -122.119)",20.1656
17777,895000.0,4,2.0,1710,4178,1.5,0.0,0.0,4,8,1926,98112,47.637,-122.3,4178,"(47.637, -122.3)",2.6237
17778,386000.0,4,2.5,2810,11897,2.0,0.0,0.0,3,8,2003,98092,47.325,-122.186,4240,"(47.325, -122.186)",21.9249
17782,389000.0,4,2.5,2420,9147,2.0,0.0,0.0,3,10,1998,98003,47.322,-122.322,7200,"(47.322, -122.322)",20.7675
17783,270000.0,4,1.5,1930,15000,1.0,0.0,0.0,5,7,1946,98198,47.386,-122.312,7500,"(47.386, -122.312)",16.4041
17784,275000.0,3,1.0,1190,27215,1.0,0.0,0.0,5,7,1943,98059,47.498,-122.115,56628,"(47.498, -122.115)",13.9672
17785,287500.0,4,2.5,2240,6944,1.0,0.0,2.0,3,7,1979,98001,47.338,-122.258,7477,"(47.338, -122.258)",20.0977
17789,705000.0,3,2.0,1460,6250,1.5,0.0,0.0,4,7,1912,98103,47.669,-122.333,4750,"(47.669, -122.333)",3.3687
17790,550000.0,1,1.5,1900,40600,1.5,0.0,0.0,5,9,1977,98027,47.472,-122.009,40427,"(47.472, -122.009)",19.0449
17792,539900.0,3,2.5,2500,4203,2.0,0.0,0.0,3,8,2001,98065,47.535,-121.875,4798,"(47.535, -121.875)",23.0155
17793,330000.0,2,1.0,720,7250,1.0,0.0,0.0,3,5,1943,98027,47.527,-122.032,7250,"(47.527, -122.032)",16.2808
17794,455000.0,2,1.0,1140,5720,1.0,0.0,0.0,3,7,1947,98115,47.683,-122.298,5832,"(47.683, -122.298)",4.906
17795,510000.0,4,4.0,3530,10935,2.0,0.0,0.0,3,10,1992,98023,47.302,-122.342,11250,"(47.302, -122.342)",22.1076
17797,206000.0,3,1.0,1320,7000,1.0,0.0,0.0,4,7,1967,98002,47.279,-122.205,7455,"(47.279, -122.205)",24.6637
17798,592500.0,4,3.0,2170,8240,1.0,0.0,0.0,4,8,1968,98052,47.629,-122.093,7944,"(47.629, -122.093)",12.0569
17801,886000.0,4,2.0,2660,3900,1.5,0.0,0.0,4,7,1923,98112,47.64,-122.306,3900,"(47.64, -122.306)",2.4682
17802,600000.0,4,2.5,2360,13500,1.0,0.0,0.0,4,8,1973,98052,47.632,-122.103,12400,"(47.632, -122.103)",11.6019
17803,850000.0,3,2.0,2740,101930,1.0,0.0,2.0,3,9,1999,98045,47.506,-121.77,83635,"(47.506, -121.77)",28.2775
17804,550000.0,3,1.75,1360,5850,1.0,0.0,0.0,4,7,1938,98116,47.571,-122.391,5850,"(47.571, -122.391)",3.965
17805,184900.0,2,1.0,1230,5000,1.0,0.0,0.0,5,6,1911,98022,47.206,-121.988,5413,"(47.206, -121.988)",33.3903
17806,245000.0,3,1.5,1260,7964,1.0,0.0,0.0,4,7,1955,98148,47.431,-122.334,8776,"(47.431, -122.334)",13.2158
17807,370000.0,2,1.0,1040,4172,1.0,0.0,0.0,3,7,1946,98112,47.631,-122.302,4800,"(47.631, -122.302)",2.3982
17808,480000.0,4,2.5,2700,9700,1.0,0.0,0.0,3,8,1978,98011,47.775,-122.198,9228,"(47.775, -122.198)",12.7665
17810,339275.0,3,1.5,1590,7260,1.0,0.0,0.0,3,7,1964,98133,47.775,-122.353,7594,"(47.775, -122.353)",10.5784
17811,425000.0,3,2.75,1360,542322,1.0,0.0,2.0,4,7,1955,98022,47.207,-122.024,60548,"(47.207, -122.024)",32.5044
17812,170000.0,3,1.75,1370,10780,1.0,0.0,0.0,3,7,1959,98168,47.473,-122.298,10317,"(47.473, -122.298)",10.5884
17814,623000.0,4,2.5,2980,9235,1.0,0.0,0.0,4,8,1977,98006,47.551,-122.162,10046,"(47.551, -122.162)",10.1069
17816,330000.0,3,1.0,1160,9600,1.0,0.0,0.0,4,7,1967,98077,47.742,-122.073,9730,"(47.742, -122.073)",15.3925
17817,600000.0,3,2.25,1480,5400,2.0,0.0,0.0,4,8,1914,98122,47.609,-122.296,3600,"(47.609, -122.296)",2.7431
17818,570000.0,3,2.0,1640,2808,1.0,0.0,3.0,4,7,1924,98144,47.594,-122.291,5328,"(47.594, -122.291)",3.4222
17819,515000.0,4,2.5,2680,7178,2.0,0.0,0.0,3,8,2004,98065,47.532,-121.856,7133,"(47.532, -121.856)",23.9251
17820,805000.0,4,2.25,2440,9889,1.0,0.0,0.0,3,7,1952,98115,47.693,-122.3,6284,"(47.693, -122.3)",5.4701
17821,555000.0,4,2.5,2920,24074,2.0,0.0,0.0,3,9,1997,98038,47.381,-122.056,26023,"(47.381, -122.056)",21.6229
17822,245000.0,3,2.25,1780,9598,2.0,0.0,0.0,4,7,1985,98030,47.372,-122.182,7533,"(47.372, -122.182)",18.997
17823,638150.0,4,2.5,2170,7275,1.0,0.0,0.0,3,8,1978,98027,47.567,-122.09,7275,"(47.567, -122.09)",12.7702
17824,1650000.0,4,4.5,5550,16065,2.0,0.0,0.0,3,9,2003,98040,47.545,-122.214,16488,"(47.545, -122.214)",8.3315
17825,269950.0,4,2.5,2060,13500,1.0,0.0,0.0,3,7,1968,98042,47.423,-122.153,10714,"(47.423, -122.153)",16.5775
17828,550000.0,3,1.0,1010,6120,1.0,0.0,0.0,3,6,1942,98033,47.665,-122.204,5977,"(47.665, -122.204)",7.4928
